"outcome","gene7712","gene10119","gene4775","gene11576","gene928","gene8105","gene9404","gene12399","gene2621","gene10033","gene12062","gene7436","gene8134","gene6557","gene11817","gene5327","gene8716","gene9037","gene659","gene5831","gene314","gene12120","gene2808","gene6233","gene9641","gene4864","gene11118","gene9035","gene8911","gene8488","gene12129","gene10869","gene829","gene12139","gene12476","gene9746","gene7815","gene6553","gene10864","gene8164","gene7667","gene10289","gene9112","gene12504","gene10379","gene11203","gene8370","gene11586","gene5757","gene563","gene12343","gene2238","gene8121","gene273","gene9140","gene4820","gene10337","gene3743","gene9001","gene7006","gene11349","gene7274","gene5698","gene10073","gene1806","gene6777","gene11453","gene11765","gene4899","gene745","gene2743","gene251","gene9700","gene8128","gene1010","gene7894","gene9681","gene149","gene4997","gene3941","gene10612","gene11855","gene8428","gene4886","gene4253","gene9849","gene11098","gene7272","gene1217","gene819","gene9211","gene4088","gene7259","gene554","gene9673","gene8136","gene2658","gene8304","gene7111","gene640","gene7535","gene8394","gene1909","gene9823","gene6765","gene8516","gene4923","gene12259","gene9812","gene11651","gene8038","gene10206","gene9940","gene728","gene9865","gene404","gene3312","gene11948","gene5693","gene10911","gene302","gene3152","gene10539","gene7218","gene12101","gene3271","gene10667","gene9254","gene4678","gene2295","gene8156","gene6998","gene2982","gene11398","gene9444","gene5064","gene4753","gene7082","gene5388","gene5509","gene3910","gene8489","gene11433","gene6517","gene5101","gene4380","gene8403","gene7368","gene9398","gene7554"
"n5","normal",7.67696551446053,4.40893502592019,6.75880773778388,5.05816998478761,4.68406107641701,3.9703466666383,5.41635413720861,4.82948381663683,5.84410508972598,4.50829478249563,5.13521617033756,5.37015497576826,7.00866092902306,6.11559133582619,5.6251694253798,3.16718420142477,5.95826129741089,4.99880435835793,4.19891899633084,6.74117887787712,7.05913777506993,8.33195434932879,6.92762968793929,6.95963182260583,5.53934652880084,3.80599826754293,5.72210443109046,6.33728568049544,2.9244981653517,4.29321173538324,3.01685517136718,3.91934911401671,4.60546202375828,3.28393655589301,2.68147461314719,3.23628160894375,7.11987050405013,4.81323647907465,6.65711923442969,7.94695028067874,3.16377090894253,4.78496098959402,6.78900767211755,3.9200619877238,7.85546466830086,5.69145025338024,4.2985054351666,5.42455956733999,5.51817017785407,5.23012106531113,3.47239254820069,6.8100105531834,7.14015645892247,5.38690626336278,7.44309639217588,6.87617309700916,4.92619825470354,5.36558889863757,4.64302305918949,3.23745338410608,3.4322664933398,7.30219354835277,3.90186591647365,5.36963647412517,5.51783846552401,2.77638059127886,4.84368962028491,5.07308319775277,4.01530899299635,7.76292167628645,3.92150110194143,5.25681131694342,2.78362575717394,6.99918805193604,4.72333372449152,3.76742582520004,4.28304105673918,5.58226496309878,3.02403406128350,4.60959724934202,4.27381568769625,4.82864926172736,2.89544206189402,3.15730529822481,4.76304917701743,5.25180394504983,4.45253783293732,5.53212794442735,7.4558135448764,4.44946551998087,3.66836430388040,3.3355764710247,8.39596119667978,6.62330223688118,5.62748281285754,4.82128995912411,5.49931963147979,5.12104380861401,4.39367409620721,4.33878397655069,2.7917117069789,6.0023918166539,6.39200710711418,6.19215335928799,3.60008372830944,3.03328711313584,4.96552271018615,3.2047311512222,3.62339805797038,4.68801170668932,3.02483699347495,5.09976150380505,2.96310903183033,5.8350120800079,5.73497953727841,4.59238445071578,6.70930834384719,5.78791097480952,3.1852118250298,4.24191704919567,5.12374876913276,4.20954503424963,7.58089861831796,2.50419421853945,5.81512986065012,3.06674396222043,6.47217119950836,3.88582860041433,7.40741870594552,5.25313138621609,4.50089557766625,11.0819300430059,2.50690254727475,5.29179879551523,3.09646343521597,6.75734552141381,4.71274543018441,4.19731623400858,6.72215589120439,2.89732789054207,3.67455356313414,2.96714040648264,4.9282188610789,3.27643164771010,3.61682223375754,3.71757211567199,3.96239753558876,6.57098148354925,2.93402633887538,2.76522631611457
"t94","tumour",10.0040370714741,3.47978199588251,5.97301017070854,9.9079483653327,3.63552698774237,3.88132087108967,5.04057249183525,4.08682887618253,4.02522244509855,3.57833774070158,4.69616649853162,8.9147749430941,6.67551638958804,6.98713159441016,7.47917710953584,2.6726371406485,5.84261315868918,4.41909826087181,3.58551445370533,6.22876480069298,6.05929388725575,8.11616634020774,6.51875448006466,8.41047293640597,4.78511108663679,3.72922186951729,5.02185028472549,6.33689582316778,5.647853095959,3.91231820516254,2.95939743259559,3.39287310519372,8.90047330134137,6.59929413010078,2.78686676643634,2.78528839966617,8.01053688963924,8.68392351136388,5.79705093962943,7.14279755814508,2.77887573744641,3.98388359510586,6.15421711097024,3.36340185973865,7.28870704716202,5.17286867906904,2.7336795933858,4.56213057322067,5.2683055900802,6.93083290324379,3.10649428853992,6.41134345779083,7.10244912939096,6.0127795694589,7.50328901090908,10.6080367322791,4.41235410544886,6.22135676431368,3.74967637851746,3.09427187935736,6.18682080690348,6.37551282051476,3.89666609503234,4.89556976164701,4.27193317615537,2.42859256170747,4.18922962012084,4.46816708632875,3.85144739218328,6.72361380022985,3.87591073819838,4.33621627581678,3.56068319874147,6.33820083092158,3.97358147766322,3.67289284230784,4.18557119009187,5.24878513054303,2.73203465541098,8.9028306137414,4.02156478341507,4.53119266941677,2.77549300756763,5.187068961617,6.10048686248487,9.08061616853205,4.06107558018959,5.34962971747502,7.24136771396759,3.91096996294708,3.47377091408799,5.3598110584901,7.80942262652076,7.65584285105671,4.73069304472816,4.32449207680373,6.05746884547432,4.32642916999471,6.16268577076769,3.36887946705901,2.71166474795949,5.43209185244384,6.8311100734652,7.16712949097464,3.27330645496198,2.96980050793682,6.3068545300607,2.79410254432288,3.89767572008254,5.91898659381704,3.81528225432801,5.89266361201409,2.91839540750694,5.44502994822293,6.4810470748484,4.86598222994875,6.54003276672396,5.81395717216317,2.60052013246532,3.91408856635999,4.89562913111721,4.26294944877987,7.80076355190136,2.47989833153554,5.39724169880088,3.01226030711486,8.13160580350629,4.35291571658065,6.98960456476501,5.42132462225027,4.70427571329651,11.2207725624776,3.07630230489548,5.23910511667088,3.28001393893765,7.70432616565011,4.42686710708707,4.72497876264904,7.86829341165725,2.80481380577725,3.3440295051446,3.20487000295624,4.54265215470021,3.20262989890845,3.18215051940209,3.80646498528127,4.75170423581535,6.33580731521937,3.25318539559410,3.0500980527142
"n10","normal",7.58204598708542,4.03434770419336,6.85293878720228,6.15422102524979,4.9081161654,4.72208443398184,5.5863958307051,4.88106859578223,5.15154114667119,4.66701178975691,5.08030008181326,5.83306728319219,7.70701762534553,6.54723311022463,5.66597769376337,3.26782707435774,6.25442120949076,5.09141170662589,4.12777465851817,6.63667374756308,7.20512642156273,8.82220480189924,6.99121900849648,6.88070495558219,5.78758481196861,4.34283420896543,6.08261083089229,6.49626727046928,5.75170276025607,4.26222664800984,2.88535390283213,4.19389685947175,5.4824533926423,3.94203447368901,3.44623601305484,3.43275108044557,6.87587598301808,5.22654530819805,6.36159672855679,8.18955737774748,3.09981929673364,4.73100041202931,7.18330374909947,3.88541730290537,8.01442875217563,5.66282578245945,3.35264088535661,5.42677101660195,5.87287732737615,5.67217969159145,3.52500750826936,6.9445239368609,7.26694318855647,5.41264903990356,8.18537102138292,7.81653516400946,4.8974040869083,5.45989078255746,4.55958454467932,4.08896186371657,4.15696745428135,7.1775433487067,4.2856814821438,5.18730440155087,5.81798815428841,3.3134176715395,4.80507342129451,5.10079557340093,4.13407197036719,7.35167663182181,4.31460017498735,5.46568402267387,2.67614193689565,6.84999852413487,4.75609826698151,3.9727998516634,4.22666810570835,5.72776731411158,3.13744638636381,5.30806395144559,4.31976327462169,4.8377165142845,3.07105880266549,3.78449256360098,4.9306709938235,7.33380516976565,4.56437332868547,5.03633022336199,7.45583564989507,4.55011160468041,3.6177400150608,3.63409222014746,8.30788700100157,6.48615261562626,5.09703564583641,4.03564655198792,5.27722218795074,4.95114351859638,4.64456176749493,3.96823552957512,2.99167234422225,5.64885237162722,6.23085167947064,6.11754218706961,3.61319856133571,3.11066198285503,6.30122291592562,3.05262578134229,3.37600197561028,6.00521080364693,3.2691676281107,4.84323579390715,2.98306517228895,5.38979334471901,6.07071406647612,4.70860436220722,6.44290098038658,5.9169421275488,2.68644394205822,4.12927198347135,4.6948956600159,4.03098462646314,7.5549470931471,2.47025145524473,5.44174238803654,3.11210869731759,8.16642018733357,4.21429224766998,7.13987920256666,6.07936792323412,4.81393997437526,10.5468176347862,2.37836777498448,5.07609056490419,3.09491959129244,7.7637606552931,4.80357638675099,4.83556357287227,7.36951510445348,2.75801712757028,3.67262166266822,3.06853196540298,4.62565693859159,3.08481831365790,3.30460928569649,3.51946923483263,3.79327557263973,6.37439129743773,3.08544019090952,2.98915108817471
"t55","tumour",8.28810043647506,3.910042505015,6.47888129808972,9.08607078955615,4.44275710800098,4.01056129479343,5.25584408887509,4.4579706616511,4.90877604216436,4.29403473101612,4.9396967154425,6.13294578968367,6.55974459403757,6.95033185885991,6.23748770417719,2.78215458789514,5.19897042944386,4.89697487631175,4.04109314903812,6.55314193644594,6.96635114405673,7.99062430229835,6.575090566954,6.96643752947362,5.65785040624375,3.88272230058371,5.66719747766262,6.26990351513073,4.78348401769859,4.13930014312986,2.89913993007718,3.97314577891543,6.25190089280447,5.79895036740768,3.63779745518374,3.0622052585565,7.26836448055202,7.07372685134233,6.39435394235554,6.2613158415882,3.0471672135307,4.43858991577823,6.60934522664697,3.49135882273762,6.88141491246096,5.60551741074051,3.39574075012852,5.36406421670462,5.52620307938098,5.95501374196671,3.34397835755741,6.69163795895396,6.92730056904729,5.37186702258518,7.20726872595206,8.66218793989947,4.68943036595238,5.76557563276811,4.77945268466995,3.16225692838292,4.41345699015086,6.97895431486633,3.8504870862288,4.98827474683358,5.50340652357487,2.63706569314277,4.61196754679063,4.92378632579317,3.9549433783762,7.47440600309228,3.95481524646141,4.89330772441996,2.57899714356941,6.76901392349624,4.34945854184389,3.67594738871195,4.33548753066185,5.49974658763543,2.91044837726701,5.13703542786876,3.97220137473396,4.45978533530715,2.79226622053128,3.43769027002265,5.36641451009384,7.6323721354299,4.07921906649917,5.13266367803263,7.40964674742728,3.99237717705649,3.36296422721819,4.0585321645126,8.1681291721742,7.07638008991335,4.95806963650127,3.57993001488740,5.57609628560309,4.8698728172677,4.80076813745495,4.00630592790187,2.70100098817528,5.8253830024939,6.31730723919793,6.030514148657,3.82734653901478,2.85349902190572,5.32322887678779,3.28171550443798,3.43448747082793,5.36214298614746,3.18021965420446,4.92449304151954,3.3056177497944,5.65865836145631,5.99004971888016,4.58228319524843,6.53214491566703,5.7653493849679,2.80026239591159,4.26361052676468,5.06231284313813,3.80387201433748,7.58531731838616,2.25450173239572,5.78030016265045,3.50095585964179,6.35470083875134,3.66235394887514,7.65654458295977,6.1661073183855,4.46621884394122,9.71770492337505,2.90535873678789,5.40588698268691,2.7982672820767,6.73827904986155,4.99810368211944,3.59019890485784,6.86236091312641,3.03948106218595,3.96029027755603,2.7630244362278,4.60311848460955,3.18784418863509,3.51290623248776,3.54658466229162,4.00895532544846,6.4517763326507,3.54572953753145,3.04371761467385
"n14","normal",7.83117105548796,4.48072182644813,7.11024232840104,4.61812422449588,4.4723623712291,4.40674220831851,5.28373865931079,4.95765255048834,5.89511032610997,4.72028945125703,5.03290903343117,5.18230298251361,7.15973607840745,6.08745331844417,5.64674445649189,3.01213567058633,6.12760897002431,5.13239712242503,4.5531195849894,6.71371793224146,7.36198312636811,9.03763726151664,6.98773805540519,6.9434219272793,6.02429386502474,3.91480400414880,6.36010177510291,6.6930587997256,2.78325767448033,4.33500332945024,3.19284542324109,3.99020216112592,4.7456214059209,3.75044469478356,2.65578749537963,3.40213741817127,7.09090885210506,4.59087272035156,6.79043959464861,7.32069477483318,3.4134949055067,5.00713549267957,7.02275055752857,3.89727277767836,7.76009373048109,5.75276897447157,4.02111248536909,5.41247266620626,5.56730556457063,5.44264075228216,3.68842042301149,6.96010124014845,7.3751092217898,5.43259480217646,8.49843721202932,7.36574369027427,5.14028557221087,5.2432249607778,4.73367693683696,3.36877392938179,3.02096416927326,7.33012332861327,3.78978794925143,5.42789610669086,5.84174633840164,2.87758246083874,4.70639654753224,5.06793117312207,4.56692950059217,7.81010541683714,3.9752440793007,5.08986585164125,3.00679844938927,7.18902136510306,4.63854803839558,3.77979657443251,4.56760772153363,5.67591956556252,3.24798459346511,4.75285736255113,4.36241936579658,4.75401386849071,2.85177036522025,2.62593562779939,4.24168493234987,5.57698675104234,4.35750848590416,5.72762996854172,7.6979396758927,4.34812968919449,3.81298732434235,3.47828270599042,8.29494240683477,6.50686437128631,5.31693538779064,3.82556734722646,5.52013669472225,5.15029164085771,4.41055607825582,4.1874580947194,2.82340151098493,5.70157104051412,6.34943495669259,6.32909642400368,3.51867019080686,2.90719283660559,5.52537484930617,3.28239110766254,3.56416249311673,5.09094750959424,3.10440261539923,5.23641956021108,3.07975826310558,5.75063263637318,6.19643320561736,4.50005847113162,6.68297876126467,5.58571215176143,2.8233456704432,4.48547399959207,5.08444485695533,3.5523512713352,7.73246651170445,2.49027812188422,5.90387862400146,2.81272876518521,7.20739359459535,4.10190681991453,7.4559071834749,5.28857831551897,4.72267933691276,10.8383518647611,2.51727223087408,5.38757069569173,2.92540106653594,7.26110427794026,5.01722464587594,3.68184035651054,7.3211687828535,2.84768707161059,3.86135136763404,2.93108893462531,4.85892761128905,3.20760950453528,3.74055089795076,3.81929063159758,3.92907123158983,6.52898567129605,3.25730676668936,3.61618572418358
"t69","tumour",8.59058636334871,3.89748169659909,6.82815731579085,8.39049168428835,4.35110688103450,3.87192012348401,5.17203035942669,4.57214341701037,4.66174516953796,4.52609144273778,4.98684003209116,7.59686080143233,6.54341181175366,7.00703691694258,5.6679426358538,2.89912646373435,4.99363746483025,4.85793889601981,4.23471213193809,6.45115931530347,7.03459617171139,8.27701778692238,6.78102222348829,6.79498413612291,5.51695828135084,3.91366614362747,5.88240693583558,6.27109726406129,3.69654232129846,4.14571159058812,2.66556388981350,3.77720510350685,6.24262482163293,4.43182697277535,2.55010107013334,3.06566696829041,7.20844404330771,6.12461279401837,6.42370706245021,6.11040220879259,2.85409895610828,4.61156034691284,6.82571035289583,3.76881882191429,6.48044427663901,5.40444487989243,3.48444070228298,5.13755075307396,5.5827801862636,5.28292565536802,3.5593489743555,6.83816408841882,7.16120117260651,5.46828986190393,7.58242406063507,8.24325731938312,4.93825273107106,5.56450604183917,4.5109538168377,3.19502003522277,3.83052134998403,7.13780946296183,3.8164549018802,4.80092547797778,5.56884026378259,2.57780509039179,4.72189914705097,4.71208561623375,4.21512386919081,7.69417349295174,3.70702002351705,4.99762161391152,3.30757033784796,6.93840468267868,4.37914113831073,3.76442051460825,4.45981893285212,5.4954744625537,2.92744894216388,5.47391714714928,4.01115060179773,4.72652442647961,2.65853296102283,4.19434850967034,5.47182979397542,7.61396330703145,4.24393300093822,4.85084646726486,7.49245443926745,4.21757272071231,3.53616422151303,4.34642513928303,8.3413909734562,6.85022454576508,5.06075471285781,3.74493460456493,5.44123440043698,4.61602301874675,4.19613114582539,4.04450038390219,2.58138810075175,5.87954366088293,6.10416926197708,6.22110407505542,3.61308720956777,3.09590038498081,5.5416362862442,3.26279774848574,3.57778731469268,5.01798989786044,3.22885002573563,4.97210910275963,3.21769265424484,5.75520042521413,6.00052375298653,4.53049602151287,6.66603928079198,5.90531051760898,2.89464357627447,3.79186062532091,4.99707178364218,3.70396189424797,7.59354826718843,2.33047984172005,5.69036212457364,3.11431349399106,5.72387749935268,3.80289524715856,7.53152349918155,6.35846688206344,4.48399089674116,9.17006286704775,2.44197762810017,5.38576108472223,2.93343149186507,8.16652417975241,5.03219306132073,3.90528955022007,7.07398310676211,2.87110851078034,3.65236156799135,2.82930872250119,4.69127459861874,2.85851041456538,3.25436111811594,3.43873855892183,3.77359060502347,6.45464561354863,3.06007276401576,3.10070050863281
"t65","tumour",8.26629590452007,4.20724716366699,6.80642798516379,8.05896147649436,4.51256802553189,4.00069802367367,5.2648275276675,4.70501987969401,4.89998114628792,4.38656436028709,4.89355234853748,6.6546046266128,6.59929757516335,6.78125776522597,6.82358402927586,2.99870282384451,5.28309479860929,5.02309263965867,4.12865133821594,6.72835939218097,7.05571716039586,8.19659726063865,6.86683112474285,7.01613776346195,5.86555332996637,3.74678356048682,5.70437189777738,6.3108911768361,5.678414304337,4.0307253947597,2.77732243582326,3.70713348492805,5.1234557908559,4.50797164739236,3.44290539393056,3.04188697793253,7.20470930608165,5.9574844555705,6.46827266283016,6.1453909363004,3.17609937528798,4.58262001993605,6.72176979580137,3.65249500426194,6.50621235255732,5.46023632536987,3.53880463288709,5.35797985995905,5.21168647483159,5.71552561663807,3.60430832982297,6.80497189113947,7.1548048217131,5.61086306320543,7.49556223198418,8.43010471186828,5.08380219303642,5.90809326621963,4.50051251936263,3.01860346674280,3.71932674378702,7.12910775285714,3.79221194804379,4.94189154914566,5.6336728511451,2.68587988861444,4.51813085995165,4.95939449187528,4.03265591464702,7.42683354633979,3.92839373067023,4.95333168858249,2.87631399993350,6.83955142803016,4.51318377087424,3.47420795740774,4.31152762336601,5.54786407008949,2.76696007126798,5.1711826811643,4.05167889877913,4.46763935785822,2.59603112121726,3.62395675356901,5.02420578348121,7.10274683723418,4.3357070063092,5.03056738752474,7.43752935002545,4.24821420296172,3.69541780918033,3.69278900565423,8.3016778904687,6.51812233344928,5.0901253602928,3.55348842585902,5.63583386495144,5.00508498276228,5.05317727326582,4.01323437510734,2.56003912038888,5.85903493660829,6.28812117539203,6.1853290985279,3.84724620680093,2.98380683123918,5.10638453844371,2.98101810628305,3.53214646412029,4.60347794558104,2.936326371091,5.03112393894091,3.22911177366124,5.74665170857303,5.91258928785742,4.65586486006782,6.68035379087727,5.64195773091281,3.08364742068754,4.46962217425544,5.03044494382755,3.6203888139993,7.64540135574186,2.55385708707099,5.7818511428525,2.87370795188824,5.1649016465216,3.75030208588056,7.46166093339616,5.44901692553109,4.36212659226572,9.44000165615735,2.45678739887847,5.42396134160367,2.96518359826244,6.90065222426314,4.91451752181004,3.82247914170493,6.97010943208742,2.86729185867339,3.99993939395461,2.74024167729118,4.89053149376567,3.33776657126293,3.56485887746590,3.3439053543454,3.95751933475369,6.39723177839483,2.98118890684583,3.06231733399956
"t70","tumour",8.9932079440716,3.79146149791015,6.52229259355145,7.66646332462657,4.40345692170517,4.17216500800134,5.2871849940678,4.50629663322162,4.82813625164688,3.89426276330496,4.96091030740687,7.02017194625429,6.34024504230874,7.23660660513373,6.99098018381492,2.66798807282715,4.74820251537243,4.94280152463658,4.05474892428589,6.38898783286136,6.84700815531352,8.03696647211247,6.85248675395104,7.88096598426515,5.59218795578046,3.79737243405267,5.610336647296,6.41835775003566,5.88549865716671,3.97748531577095,2.7069211824378,3.69752973557914,5.29699814289262,5.6842761005673,5.09615208263961,3.2089532383881,7.41686776244078,6.33864448191365,6.3829149797246,6.35167851047345,2.68880876995229,4.44031566177531,6.62944464084202,3.70953104186277,6.52348524078487,5.44238542413919,3.31525100661477,5.0971535758674,5.44850169888392,5.60370860518558,3.46113047582147,6.6128415917119,6.98490694398922,5.99273943200642,7.3454701512829,8.57770197710519,4.67282669798181,6.23440159759574,4.44408382139517,2.92076478054327,4.38449914141265,7.03142424279737,3.82330709808419,5.03662826264114,5.11124070806062,2.59013418380945,4.56043173173229,4.87272077478786,3.92223268358115,7.40571010694561,3.90001711669828,4.94390757635784,3.24074142865817,6.73166634110664,4.38587491708287,3.74795243073834,4.25222608214423,5.49602495524361,2.80227389112446,6.42827435310411,4.03741169869105,4.72505833744329,2.73999484338728,4.83945050012708,6.18531291727579,8.14515313160471,4.20980870460317,4.78886721011488,7.23199029344831,4.24129563013741,3.33001946187154,3.93551552757032,8.20663311795538,7.08356523163754,4.89697710102582,3.89865921607934,5.70235798699525,4.72353670018772,5.47123532091285,3.78359302311463,2.40412803968795,5.76479278618722,6.26763747590699,6.01867312931313,3.60354412477018,3.08798192446779,5.6634678498745,3.09097788434408,3.42331232848275,5.03780492862882,3.17074989558143,4.85771797699509,3.02540260846448,5.7807211079616,6.34283245354159,5.01791245766605,6.51624908974547,5.96993840900822,2.6879147095676,4.42543673697734,4.77970815125337,3.85486478010677,7.47157667713443,2.46853496137725,5.57198359030465,2.77645621880150,5.88004488086824,3.70574763708452,7.34546600040612,5.63743931852577,4.72565176351686,10.0100211863828,2.49223485719830,5.35547603789912,2.80640023911777,7.22081724901298,5.00952554559975,4.36361234669896,7.20659945976227,2.81787432765257,3.81462498039379,2.79826097042464,4.81924947287271,2.98019024714547,3.15831545756124,3.51908577705724,3.97715326022069,6.30233627149308,3.37461902047725,3.0094418528441
"t53","tumour",8.4161985245073,4.09410687515602,6.87438258119826,6.59932491297768,4.27215932575085,4.17693460753269,5.2340853418629,4.4738958148302,4.97971489603565,4.46541272529133,4.91832899854345,6.1632170617009,6.64428523404261,6.7791150278936,5.94519593838382,3.00574016596709,5.09096555660402,5.08134462620981,3.96803886162278,6.39474859713754,7.03263391142902,8.13770026142598,6.77850465673679,7.10995922231771,5.51390987387097,3.84194466421987,5.83877509551996,6.22802710035141,5.27110706970459,4.01425659055000,3.01302932714249,3.93729933947244,4.89646905355047,4.52363088015326,2.93590956405352,3.15939359118962,7.04595580018137,5.7566784435499,6.44009341373877,5.83327459341454,2.91037198750425,4.75310474792889,6.9027964650992,3.73224333379085,6.51473179824277,5.48993735370265,3.79103575215388,5.46813457923427,5.66189321115363,5.13323745162754,3.47192194141797,6.85695120262258,7.12433516099099,5.36447234063477,7.49164767952107,8.12328849427624,4.98647426621481,5.67849325623572,4.64672347054336,3.04319351584662,4.16006502856881,7.23463343648629,3.77260297486924,4.95392972314353,5.46163912942439,2.5963256445685,4.5920961319233,4.80723690084707,4.06892001645609,7.36955149944926,4.26568700988183,5.08685908277137,2.86735258060474,6.85188073243413,4.30877998973815,3.80652526570256,4.1153708179368,5.6697374108287,2.99076809823293,5.22603185095218,4.15348322446032,4.61388618710319,2.63612948524361,4.13578741667415,5.74898956034532,8.92578426363242,4.33119379915158,4.88186300831252,7.48049985726167,4.21142630223108,3.34323582979134,3.86114860651864,8.34226776441187,6.872443938713,5.08054121439656,3.71859542736014,5.4013829892056,5.08273655635546,4.88219139347198,3.75230986167013,2.63161469053164,5.88883331497088,6.19633552641644,6.30541114406836,3.69422072904413,3.17561215419997,5.50775710995988,2.93246064401566,3.49500763927817,5.81515094251606,3.2212567341991,5.06747249553407,2.98865033472978,5.49617630796479,5.98329786871861,4.70434087496085,6.62246791818299,5.82205967785578,2.78234345444114,4.17446880296607,5.17559279710179,3.583452362063,7.52393573096481,2.48135648201683,5.69116865300127,2.92103204397515,6.71702307282467,3.62667587610309,7.58796533248566,5.60003999894016,4.67065590446667,9.86876419342036,2.47842199339234,5.18133079939352,2.9697942142535,7.3282604240752,4.9931152394302,4.10100480788976,6.97094408991783,3.37714417098430,3.84043817312705,2.90189246088575,4.79671034656986,3.24325039287781,3.42796023733929,3.46886261318253,3.92151507299502,6.29709739173275,3.21214101722207,3.05580385026089
"n6","normal",7.93907422128228,4.40236476409463,6.84011988291957,5.28965258812094,4.56480708417896,4.24774552805259,5.32906627213695,4.80560927268551,5.406398439383,4.34582483415148,5.10899997357291,5.57683933111178,6.56675306350811,6.44851010034557,5.93419231903984,2.8856903710375,5.56332439709561,5.33068434435426,4.03414305830977,6.29299978024836,7.08595206303568,8.23168419286903,7.0711009954567,6.84658991430323,5.78765585746297,4.05796627824593,5.9927324457975,6.50717167356987,2.36826278896453,4.32358609856657,2.82579012383197,4.11020745984257,4.36682461384215,3.1622578955419,2.76941714019094,3.1863287927893,7.23018843237485,5.1146139045465,6.65436519984532,6.29171422069788,3.29875267702452,4.99159236700462,6.95937656696016,4.19722377003282,6.79977065557169,5.61672369055789,3.85924310503614,5.5431412752409,5.57365322133029,4.97720929045668,3.44320838882823,6.90862378451708,7.16562162312292,5.5919202002713,7.41124584489693,7.26051288866435,5.3280177843565,5.617866903488,4.90037964285132,3.6317053381654,3.15863163804178,7.28312963961091,4.28256994840513,5.02124920626323,5.76484735585264,2.89064420656343,4.8638210550515,5.09565784442461,4.26137064901109,7.93636090231215,4.08627969622385,5.07200305775107,2.87061892995472,6.99105113237558,4.65456020561377,4.27365619812178,4.47338445424327,5.79945558981076,2.95957698112262,5.33981044529585,4.13923502399279,4.71445428570016,2.82154785373605,2.83895643926159,4.76817618401204,6.43271288865923,4.37054854123842,5.00061169507014,7.38791698547097,4.25282576467855,3.73152748854135,3.65499293975373,8.45140526987014,6.76502964067844,5.01835239213755,4.09055000223561,5.39009602310443,5.36905973047167,4.03173298388267,4.11784559663457,2.53821116438990,6.10748418554287,6.33803761559954,6.31361498168348,3.82228964215767,3.21641123319921,4.82441588301466,3.07167772290665,3.81177772314551,5.09780920525313,3.32840139012825,4.78359497929283,3.31655272854578,5.58504231255922,6.27325759196408,4.90124172713984,6.70080916761713,5.90781871537736,3.1025316603673,4.30720462716960,5.0822805343854,3.59315217482451,7.70364165890379,2.63442612487836,5.85297899550682,3.26324731475888,4.99135057488443,3.54759683468294,7.79145478377018,5.7602437039646,4.46745328895818,7.88701572555725,2.51302350278842,5.6024804741556,3.04104251602754,7.01184259614087,5.37977487931122,3.90177477503153,6.46969554248072,2.95524201196658,3.61613268685038,2.96163138920176,5.14503778843978,3.17956649709665,3.82106936443136,3.38198675135802,4.00393915944554,6.447642818076,3.41704846327248,3.13162707791763
